Description,Price,Bedrooms,Bathrooms,Parking Spaces,Square Footage,Acres,Year Built,Type,Sub-Type,Style,Address,Community,City,Province,Postal Code
5 Bedrooms 3 Bathrooms 4 Level Split,825000.0,5,3,0,1786.0,0.22,1963,Single Family,Residential Detached Single Family,4 Level Split,12807 63 Avenue Nw,Grandview Heights,Edmonton,Alberta,T6H 1R7
4 Bedrooms 3 Bathrooms Bungalow,409000.0,4,3,4,1528.0,0.0,1973,Single Family,Residential Detached Single Family,Bungalow,9415 139 Avenue Nw,Northmount,Edmonton,Alberta,T5E 5Z7
3 Bedrooms 2 Bathrooms 2 Storey Split,259000.0,3,2,0,849.0,0.12,1983,Single Family,Residential Detached Single Family,2 Storey Split,14606 37 Street Nw,Kirkness,Edmonton,Alberta,T5Y 2H9
2 Bedrooms 3 Bathrooms Bungalow,383800.0,2,3,4,1166.0,0.0,1967,Single Family,Residential Detached Single Family,Bungalow,4211 112 Street Nw,Royal Gardens,Edmonton,Alberta,T6J 1J4
3 Bedrooms 1 Bathrooms Bungalow,401000.0,3,1,2,1154.0,0.2,1963,Single Family,Residential Detached Single Family,Bungalow,4604 113a Street Nw,Malmo Plains,Edmonton,Alberta,T6H 1A2
5 Bedrooms 2 Bathrooms 4 Level Split,474900.0,5,2,0,1612.0,0.0,1960,Single Family,Residential Detached Single Family,4 Level Split,7412 94b Avenue Nw,Ottewell,Edmonton,Alberta,T6B 0Z9
5 Bedrooms 2 Bathrooms Raised Bungalow,535888.0,5,2,4,1189.0,0.12,1970,Single Family,Residential Detached Single Family,Raised Bungalow,10911 65 Avenue Nw,Parkallen,Edmonton,Alberta,T6H 1W1
4 Bedrooms 2 Bathrooms Bungalow,367900.0,4,2,0,920.0,0.14,1952,Single Family,Residential Detached Single Family,Bungalow,7608 88 Avenue Nw,Idylwylde,Edmonton,Alberta,T6C 1K8
6 Bedrooms 4 Bathrooms 4 Level Split,1995000.0,6,4,0,1873.0,0.25,1969,Single Family,Residential Detached Single Family,4 Level Split,8404/8406 134 Street Nw,Laurier Heights,Edmonton,Alberta,T5R 0B4
5 Bedrooms 2 Bathrooms Bungalow,421995.0,5,2,0,1016.0,0.12,1966,Single Family,Residential Detached Single Family,Bungalow,6727 136 Avenue Nw,Delwood,Edmonton,Alberta,T5C 2J8
4 Bedrooms 2 Bathrooms 4 Level Split,599900.0,4,2,4,1523.0,0.16,1956,Single Family,Residential Detached Single Family,4 Level Split,14427 87 Avenue Nw,Laurier Heights,Edmonton,Alberta,T5R 4E1
5 Bedrooms 2 Bathrooms Bi-Level,560000.0,5,2,0,1081.0,0.12,1978,Single Family,Residential Detached Single Family,Bi-Level,11511 142 Avenue Nw,Carlisle,Edmonton,Alberta,T5X 1L5
5 Bedrooms 2 Bathrooms Bungalow,335000.0,5,2,4,1038.0,0.15,1965,Single Family,Residential Detached Single Family,Bungalow,6812 136 Avenue Nw Nw,Delwood,Edmonton,Alberta,T5C 2J9
3 Bedrooms 3 Bathrooms Bungalow,339000.0,3,3,0,1161.0,0.13,1966,Single Family,Residential Detached Single Family,Bungalow,16712 81 Avenue Nw,Elmwood,Edmonton,Alberta,T5R 3P7
3 Bedrooms 2 Bathrooms 4 Level Split,399900.0,3,2,0,1043.0,0.0,1991,Single Family,Residential Detached Single Family,4 Level Split,14719 33 Street Nw,Kirkness,Edmonton,Alberta,T5Y 2C9
5 Bedrooms 2 Bathrooms Bungalow,375000.0,5,2,0,1058.0,0.12,1958,Single Family,Residential Detached Single Family,Bungalow,4627 103 Avenue Nw,Gold Bar,Edmonton,Alberta,T6A 0S8
4 Bedrooms 4 Bathrooms Bungalow,1725000.0,4,4,0,2449.0,0.25,2015,Single Family,Residential Detached Single Family,Bungalow,14025 106a Avenue Nw,Glenora,Edmonton,Alberta,T5N 1E2
5 Bedrooms 2 Bathrooms Bungalow,369900.0,5,2,0,1020.0,0.12,1968,Single Family,Residential Detached Single Family,Bungalow,13316 124 Avenue Nw,Dovercourt,Edmonton,Alberta,T5L 3A5
3 Bedrooms 2 Bathrooms Bungalow,219900.0,3,2,0,743.0,0.0,1957,Single Family,Residential Detached Single Family,Bungalow,11934 41 Street Nw,Beacon Heights,Edmonton,Alberta,T5W 2M2
3 Bedrooms 2 Bathrooms Bungalow,449900.0,3,2,3,752.0,0.1,1945,Single Family,Residential Detached Single Family,Bungalow,9830 90 Avenue Nw,Strathcona,Edmonton,Alberta,T6E 2T1
5 Bedrooms 2 Bathrooms Bungalow,399900.0,5,2,0,1067.0,0.0,1954,Single Family,Residential Detached Single Family,Bungalow,13623 119 Avenue Nw,Dovercourt,Edmonton,Alberta,T5L 2N5
2 Bedrooms 1 Bathrooms Bungalow,220000.0,2,1,0,831.0,0.11,1940,Single Family,Residential Detached Single Family,Bungalow,7403 132 Avenue Nw,Balwin,Edmonton,Alberta,T5C 3C6
4 Bedrooms 3 Bathrooms 4 Level Split,374800.0,4,3,0,1173.0,0.14,1986,Single Family,Residential Detached Single Family,4 Level Split,4232 124 Avenue Nw,Bergman,Edmonton,Alberta,T5W 5B5
5 Bedrooms 3 Bathrooms 4 Level Split,425000.0,5,3,0,1193.0,0.22,1969,Single Family,Residential Detached Single Family,4 Level Split,3407 103 Avenue Nw,Rundle Heights,Edmonton,Alberta,T5W 0A6
5 Bedrooms 3 Bathrooms Bi-Level,449900.0,5,3,4,1492.0,0.0,2002,Single Family,Residential Detached Single Family,Bi-Level,3820 130 Avenue Nw,Belmont,Edmonton,Alberta,T5A 5A3
3 Bedrooms 2 Bathrooms Bungalow,174900.0,3,2,0,749.0,0.09,1946,Single Family,Residential Detached Single Family,Bungalow,Nw,Parkdale,Edmonton,Alberta,T5B 2Y1
3 Bedrooms 3 Bathrooms Bi-Level,315000.0,3,3,0,1082.0,0.13,1978,Single Family,Residential Detached Single Family,Bi-Level,12211 142 Avenue Nw,Carlisle,Edmonton,Alberta,T5X 3S2
5 Bedrooms 2 Bathrooms Bungalow,375000.0,5,2,6,1086.0,0.14,1967,Single Family,Residential Detached Single Family,Bungalow,7108-140 Avenue Nw Nw,Kildare,Edmonton,Alberta,T5C 2M7
3 Bedrooms 2 Bathrooms Bungalow,355000.0,3,2,0,801.0,0.13,1952,Single Family,Residential Detached Single Family,Bungalow,8619 79 Street Nw,Idylwylde,Edmonton,Alberta,T6C 2P4
4 Bedrooms 2 Bathrooms 3 Level Split,354900.0,4,2,0,1182.0,0.17,1968,Single Family,Residential Detached Single Family,3 Level Split,6308 146 Avenue Nw,Mcleod,Edmonton,Alberta,T5A 1T3
5 Bedrooms 2 Bathrooms Bungalow,430000.0,5,2,0,1180.0,0.0,1962,Single Family,Residential Detached Single Family,Bungalow,13008 Lauderdale Rd Avenue Nw Nw,Lauderdale,Edmonton,Alberta,T5E 5R3
5 Bedrooms 2 Bathrooms Bungalow,449000.0,5,2,2,1010.0,0.14,1958,Single Family,Residential Detached Single Family,Bungalow,10531 42 Street Nw,Gold Bar,Edmonton,Alberta,T6A 1T7
2 Bedrooms 2 Bathrooms Bungalow,454900.0,2,2,6,1402.0,0.17,1962,Single Family,Residential Detached Single Family,Bungalow,16115 82 Avenue Nw Nw,Elmwood,Edmonton,Alberta,T5R 3S5
2 Bedrooms 2 Bathrooms Bungalow,269900.0,2,2,0,643.0,0.0,1955,Single Family,Residential Detached Single Family,Bungalow,10631 155 Street Nw,Canora,Edmonton,Alberta,T5P 2M4
5 Bedrooms 2 Bathrooms Bungalow,349900.0,5,2,4,1170.0,0.16,1963,Single Family,Residential Detached Single Family,Bungalow,11503 133a Avenue Nw,Kensington,Edmonton,Alberta,T5E 1G5
4 Bedrooms 2 Bathrooms Bungalow,309900.0,4,2,0,1028.0,0.0,1958,Single Family,Residential Detached Single Family,Bungalow,13320 139 Street Nw,Wellington,Edmonton,Alberta,T8R 1J6
6 Bedrooms 5 Bathrooms 2 Storey Split,750000.0,6,5,0,2341.0,0.0,1976,Single Family,Residential Detached Single Family,2 Storey Split,12131 101 Street Nw,Westwood,Edmonton,Alberta,T5G 2C2
5 Bedrooms 2 Bathrooms Bi-Level,459000.0,5,2,4,1199.0,0.16,1965,Single Family,Residential Detached Single Family,Bi-Level,15507 76 Avenue Nw,Rio Terrace,Edmonton,Alberta,T5R 3A4
5 Bedrooms 2 Bathrooms Bungalow,299777.0,5,2,4,947.0,0.12,1954,Single Family,Residential Detached Single Family,Bungalow,12250 105 Street Nw,Westwood,Edmonton,Alberta,T5G 2N8
4 Bedrooms 2 Bathrooms 4 Level Split,233000.0,4,2,0,937.0,0.09,1984,Single Family,Residential Detached Single Family,4 Level Split,11839 65 Street Nw,Montrose,Edmonton,Alberta,T5W 4L3
3 Bedrooms 2 Bathrooms Bungalow,349900.0,3,2,0,910.0,0.0,1954,Single Family,Residential Detached Single Family,Bungalow,8541 83 Avenue Nw,Bonnie Doon,Edmonton,Alberta,T6C 1A9
4 Bedrooms 2 Bathrooms Bi-Level,448000.0,4,2,0,1146.0,0.0,1964,Single Family,Residential Detached Single Family,Bi-Level,4612 117a Street Nw,Malmo Plains,Edmonton,Alberta,T6H 3S1
4 Bedrooms 2 Bathrooms Bi-Level,329000.0,4,2,0,909.0,0.14,1959,Single Family,Residential Detached Single Family,Bi-Level,4631 105 Avenue Nw Nw,Gold Bar,Edmonton,Alberta,T6A 1A3
5 Bedrooms 2 Bathrooms Bungalow,349999.0,5,2,0,1063.0,0.0,1957,Single Family,Residential Detached Single Family,Bungalow,10411 45 Street Nw,Gold Bar,Edmonton,Alberta,T6A 1W8
6 Bedrooms 4 Bathrooms Bi-Level,1225000.0,6,4,0,1723.0,0.0,1965,Single Family,Residential Detached Single Family,Bi-Level,12611 Grandview Drive Nw,Grandview Heights,Edmonton,Alberta,T6H 4K5
5 Bedrooms 2 Bathrooms Raised Bungalow,265000.0,5,2,0,1026.0,0.09,1948,Single Family,Residential Detached Single Family,Raised Bungalow,9630 109 Avenue Nw,Mccauley,Edmonton,Alberta,T5H 1C8
4 Bedrooms 2 Bathrooms 4 Level Split,389800.0,4,2,0,1249.0,0.18,1977,Single Family,Residential Detached Single Family,4 Level Split,44 William Hustler Crescent Nw,Overlanders,Edmonton,Alberta,T5Y 2X1
4 Bedrooms 2 Bathrooms Bungalow,309000.0,4,2,0,1215.0,0.0,1956,Single Family,Residential Detached Single Family,Bungalow,7501 95 Avenue Nw,Holyrood,Edmonton,Alberta,T6C 1X4
3 Bedrooms 2 Bathrooms Bungalow,259000.0,3,2,0,861.0,0.19,1947,Single Family,Residential Detached Single Family,Bungalow,12020 63 Street Nw,Montrose,Edmonton,Alberta,T5W 4G4
3 Bedrooms 2 Bathrooms Bi-Level,270000.0,3,2,0,1230.0,0.13,1977,Single Family,Residential Detached Single Family,Bi-Level,262 Clareview Road Nw,Kernohan,Edmonton,Alberta,T5A 3Y5
2 Bedrooms 2 Bathrooms Bungalow,365000.0,2,2,3,1090.0,0.13,1974,Single Family,Residential Detached Single Family,Bungalow,8607 44 Avenue Nw,Tweddle Place,Edmonton,Alberta,T6K 0Z9
1 Bedrooms 1 Bathrooms Bungalow,449900.0,1,1,0,870.0,0.0,1944,Single Family,Residential Detached Single Family,Bungalow,10215 138 Street Nw,Glenora,Edmonton,Alberta,T5N 2H9
4 Bedrooms 2 Bathrooms 4 Level Split,338000.0,4,2,6,1054.0,0.11,1989,Single Family,Residential Detached Single Family,4 Level Split,145 Hyndman Crescent Nw,Canon Ridge,Edmonton,Alberta,T5A 4X6
5 Bedrooms 2 Bathrooms Bungalow,282500.0,5,2,0,959.0,0.14,1965,Single Family,Residential Detached Single Family,Bungalow,14216 58 Street Nw Nw,York,Edmonton,Alberta,T5A 1N4
4 Bedrooms 2 Bathrooms Bungalow,639900.0,4,2,0,1316.0,0.15,1957,Single Family,Residential Detached Single Family,Bungalow,14308 80 Avenue Nw,Laurier Heights,Edmonton,Alberta,T5R 3J9
5 Bedrooms 2 Bathrooms Bungalow,429900.0,5,2,4,1758.0,0.0,1965,Single Family,Residential Detached Single Family,Bungalow,16707 95 Avenue Nw,West Meadowlark Park,Edmonton,Alberta,T5P 0B2
4 Bedrooms 2 Bathrooms 4 Level Split,422729.0,4,2,5,1065.0,0.17,1968,Single Family,Residential Detached Single Family,4 Level Split,16544 78 Avenue Nw,Patricia Heights,Edmonton,Alberta,T5R 3E6
4 Bedrooms 3 Bathrooms 4 Level Split,424900.0,4,3,6,1188.0,0.0,1993,Single Family,Residential Detached Single Family,4 Level Split,12847 143 Avenue Nw,Cumberland,Edmonton,Alberta,T6V 1C9
3 Bedrooms 2 Bathrooms Bungalow,414000.0,3,2,2,940.0,0.13,1956,Single Family,Residential Detached Single Family,Bungalow,5712 Fulton Road Nw Nw,Fulton Place,Edmonton,Alberta,T6A 3T2
4 Bedrooms 2 Bathrooms Bungalow,315000.0,4,2,5,981.0,0.23,1951,Single Family,Residential Detached Single Family,Bungalow,12431 94 Street Nw,Delton,Edmonton,Alberta,T5G 1K5
5 Bedrooms 2 Bathrooms Bungalow,319900.0,5,2,0,1085.0,0.0,1969,Single Family,Residential Detached Single Family,Bungalow,13712 87 Street Nw,Northmount,Edmonton,Alberta,T5E 3E9
4 Bedrooms 3 Bathrooms 4 Level Split,299900.0,4,3,0,1060.0,0.13,1978,Single Family,Residential Detached Single Family,4 Level Split,2318 138a Avenue Nw,Bannerman,Edmonton,Alberta,T5Y 1B8
4 Bedrooms 2 Bathrooms Bungalow,297900.0,4,2,0,1043.0,0.14,1960,Single Family,Residential Detached Single Family,Bungalow,12308 130 Avenue Nw,Calder,Edmonton,Alberta,T5L 3K7
4 Bedrooms 2 Bathrooms Bungalow,279000.0,4,2,0,749.0,0.0,1945,Single Family,Residential Detached Single Family,Bungalow,10898 98 Street Nw,Mccauley,Edmonton,Alberta,T5H 2P5
4 Bedrooms 2 Bathrooms Bi-Level,384800.0,4,2,4,1038.0,0.14,1961,Single Family,Residential Detached Single Family,Bi-Level,16206 79a Avenue Nw,Elmwood,Edmonton,Alberta,T5R 3J1
4 Bedrooms 1 Bathrooms Bungalow,405000.0,4,1,2,1184.0,0.13,1950,Single Family,Residential Detached Single Family,Bungalow,6358 112 Street Nw,Parkallen,Edmonton,Alberta,T6H 3J6
4 Bedrooms 2 Bathrooms Bungalow,334800.0,4,2,2,982.0,0.13,1958,Single Family,Residential Detached Single Family,Bungalow,16415 107a Avenue Nw,Mayfield,Edmonton,Alberta,T5P 0Z4
3 Bedrooms 2 Bathrooms Bungalow,272000.0,3,2,0,667.0,0.0,1958,Single Family,Residential Detached Single Family,Bungalow,11839 91 Street Nw,Alberta Avenue,Edmonton,Alberta,T5B 4B4
3 Bedrooms 2 Bathrooms Bungalow,258900.0,3,2,0,818.0,0.09,1929,Single Family,Residential Detached Single Family,Bungalow,11424 85 Street Nw,Parkdale,Edmonton,Alberta,T5B 3C9
5 Bedrooms 2 Bathrooms Bungalow,460000.0,5,2,0,1049.0,0.13,1960,Single Family,Residential Detached Single Family,Bungalow,9018 Meadowlark Road Nw,Meadowlark Park,Edmonton,Alberta,T5R 5W8
5 Bedrooms 3 Bathrooms Bi-Level,379900.0,5,3,0,1152.0,0.18,1955,Single Family,Residential Detached Single Family,Bi-Level,10728 129 Avenue Nw,Lauderdale,Edmonton,Alberta,T5E 0L4
4 Bedrooms 2 Bathrooms Bi-Level,349000.0,4,2,0,1072.0,0.0,1963,Single Family,Residential Detached Single Family,Bi-Level,9002 168 Street Nw Nw,West Meadowlark Park,Edmonton,Alberta,T5R 2V5
3 Bedrooms 1 Bathrooms Bungalow,274500.0,3,1,0,1190.0,0.0,1945,Single Family,Residential Detached Single Family,Bungalow,11046 109 Street Nw,Queen Mary Park,Edmonton,Alberta,T5H 3C4
5 Bedrooms 3 Bathrooms 2 Storey,560000.0,5,3,0,1696.0,0.08,1932,Single Family,Residential Detached Single Family,2 Storey,12119 109a Avenue Nw,Westmount,Edmonton,Alberta,T5M 2H3
4 Bedrooms 4 Bathrooms 2 Storey,789900.0,4,4,0,1884.0,0.0,2022,Single Family,Residential Detached Single Family,2 Storey,10713 52 Street Nw Nw,Capilano,Edmonton,Alberta,T6H 2H1
5 Bedrooms 3 Bathrooms Bungalow,439900.0,5,3,0,1194.0,0.14,1967,Single Family,Residential Detached Single Family,Bungalow,14131 74 Street Nw,Kildare,Edmonton,Alberta,T5C 0Y1
4 Bedrooms 4 Bathrooms 2 Storey,975000.0,4,4,4,2068.0,0.17,1955,Single Family,Residential Detached Single Family,2 Storey,9815 142 Street Nw,Crestwood,Edmonton,Alberta,T5N 2N3
3 Bedrooms 4 Bathrooms 2 Storey,529999.0,3,4,0,1772.0,0.0,2015,Single Family,Residential Detached Single Family,2 Storey,7303 Morgan Road Nw,Griesbach,Edmonton,Alberta,T5E 6V5
3 Bedrooms 3 Bathrooms 2 Storey,582285.0,3,3,0,1647.0,0.0,2022,Single Family,Residential Detached Single Family,2 Storey,6207 Hampton Gray Avenue Nw,Griesbach,Edmonton,Alberta,T5E 6X6
5 Bedrooms 6 Bathrooms 2 Storey,1789000.0,5,6,6,2912.0,0.16,2021,Single Family,Residential Detached Single Family,2 Storey,10952 129 Street Nw,Westmount,Edmonton,Alberta,T5M 0Y1
3 Bedrooms 3 Bathrooms 2 Storey,574888.0,3,3,0,1769.0,0.08,2022,Single Family,Residential Detached Single Family,2 Storey,6351 Greenaway Avenue Nw,Griesbach,Edmonton,Alberta,T5E 6Y6
5 Bedrooms 4 Bathrooms 2 Storey,629888.0,5,4,0,1754.0,0.09,2021,Single Family,Residential Detached Single Family,2 Storey,11405 106 Street Nw,Spruce Avenue,Edmonton,Alberta,T5G 2P8
3 Bedrooms 3 Bathrooms 2 Storey,685000.0,3,3,0,2037.0,0.0,2022,Single Family,Residential Detached Single Family,2 Storey,11342 110a Avenue Nw,Queen Mary Park,Edmonton,Alberta,T5H 1K3
6 Bedrooms 6 Bathrooms 2 Storey,439900.0,6,6,6,3122.0,0.0,1961,Single Family,Residential Detached Single Family,2 Storey,9267 110a Avenue Nw,Mccauley,Edmonton,Alberta,T5H 1J5
3 Bedrooms 3 Bathrooms 2 Storey,599900.0,3,3,2,1792.0,0.0,2022,Single Family,Residential Detached Single Family,2 Storey,11612 122 Street Nw,Inglewood,Edmonton,Alberta,T5M 0B6
1 Bedrooms 3 Bathrooms 4 Level Split,799000.0,1,3,0,1862.0,0.18,1955,Single Family,Residential Detached Single Family,4 Level Split,9520 95 Avenue Nw,Bonnie Doon,Edmonton,Alberta,T6C 2A4
7 Bedrooms 6 Bathrooms 2 Storey,1499900.0,7,6,0,4588.0,0.3,2012,Single Family,Residential Detached Single Family,2 Storey,32 Quesnell Crescent Nw,Quesnell Heights,Edmonton,Alberta,T5R 5N9
3 Bedrooms 4 Bathrooms 2 Storey,378800.0,3,4,0,1395.0,0.05,2014,Single Family,Residential Detached Single Family,2 Storey,9112 114 Ave Street Nw,Alberta Avenue,Edmonton,Alberta,T5B 0K8
3 Bedrooms 3 Bathrooms 2 Storey,699980.0,3,3,0,1704.0,0.0,2022,Single Family,Residential Detached Single Family,2 Storey,9643 70 Avenue Nw,Hazeldean,Edmonton,Alberta,T6E 0V2
4 Bedrooms 4 Bathrooms 2 Storey,789900.0,4,4,0,2216.0,0.0,2022,Single Family,Residential Detached Single Family,2 Storey,8821 91 Street Nw,Bonnie Doon,Edmonton,Alberta,T6C 3N3
4 Bedrooms 4 Bathrooms 2 Storey,789900.0,4,4,0,1684.0,0.0,2022,Single Family,Residential Detached Single Family,2 Storey,10509 78 Street Nw,Forest Heights,Edmonton,Alberta,T6A 3E8
4 Bedrooms 3 Bathrooms Bungalow,375000.0,4,3,0,1731.0,0.15,1958,Single Family,Residential Detached Single Family,Bungalow,Nw,Killarney,Edmonton,Alberta,T5E 0W2
4 Bedrooms 5 Bathrooms 2 Storey,1290000.0,4,5,0,2373.0,0.1,2021,Single Family,Residential Detached Single Family,2 Storey,6216 132 Street Nw,Grandview Heights,Edmonton,Alberta,T6H 3Y7
4 Bedrooms 4 Bathrooms 2 Storey,439999.0,4,4,0,1887.0,0.11,1993,Single Family,Residential Detached Single Family,2 Storey,1259 Joyce Crescent Nw Nw,Jackson Heights,Edmonton,Alberta,T6L 6V3
3 Bedrooms 3 Bathrooms 2 Storey,460000.0,3,3,0,1724.0,0.09,2022,Single Family,Residential Detached Single Family,2 Storey,Nw,Beacon Heights,Edmonton,Alberta,T5N 2H2
5 Bedrooms 4 Bathrooms 2 Storey,795000.0,5,4,6,2398.0,0.22,1975,Single Family,Residential Detached Single Family,2 Storey,639 Wolf Willow Road Nw,Westridge,Edmonton,Alberta,T5T 1L7
5 Bedrooms 4 Bathrooms 2 Storey,979500.0,5,4,0,2615.0,0.0,1972,Single Family,Residential Detached Single Family,2 Storey,12 Quesnell Road Nw,Quesnell Heights,Edmonton,Alberta,T5R 5N2
3 Bedrooms 1 Bathrooms 2 Storey,660000.0,3,1,0,1320.0,0.18,1944,Single Family,Residential Detached Single Family,2 Storey,10503 129 Street Nw,Westmount,Edmonton,Alberta,T5N 1W9
3 Bedrooms 3 Bathrooms 2 Storey,1438000.0,3,3,4,4417.0,0.25,1978,Single Family,Residential Detached Single Family,2 Storey,5 Wolf Willow Point(e) Nw,Westridge,Edmonton,Alberta,T5T 1E3
2 Bedrooms 1 Bathrooms 2 Storey,359850.0,2,1,0,1139.0,0.08,1915,Single Family,Residential Detached Single Family,2 Storey,8702 92a Avenue Nw,Strathearn,Edmonton,Alberta,T6C 1S6
5 Bedrooms 2 Bathrooms Bungalow,344900.0,5,2,4,1158.0,0.13,1964,Single Family,Residential Detached Single Family,Bungalow,6107 142 Avenue Nw,York,Edmonton,Alberta,T5A 1J4
5 Bedrooms 6 Bathrooms 2 Storey,1949900.0,5,6,0,4547.0,0.21,2005,Single Family,Residential Detached Single Family,2 Storey,13803 90 Avenue Nw,Parkview,Edmonton,Alberta,T5R 4T3
4 Bedrooms 2 Bathrooms Bungalow,309900.0,4,2,0,1015.0,0.0,1965,Single Family,Residential Detached Single Family,Bungalow,13540 66 Street Nw,Delwood,Edmonton,Alberta,T5C 0B6
4 Bedrooms 2 Bathrooms 2 Storey,319900.0,4,2,2,1030.0,0.0,1981,Single Family,Residential Detached Single Family,2 Storey,3710 43 Avenue Nw,Kiniski Gardens,Edmonton,Alberta,T6L 5A5
4 Bedrooms 4 Bathrooms 2 Storey,829000.0,4,4,0,1927.0,0.08,2020,Single Family,Residential Detached Single Family,2 Storey,10535 136 Street Nw,Glenora,Edmonton,Alberta,T5N 2G1
4 Bedrooms 3 Bathrooms 2 Storey,498700.0,4,3,4,2247.0,0.14,1992,Single Family,Residential Detached Single Family,2 Storey,1049 James Crescent Nw,Jackson Heights,Edmonton,Alberta,T6L 6P6
5 Bedrooms 3 Bathrooms 2 Storey,599900.0,5,3,0,2117.0,0.0,1984,Single Family,Residential Detached Single Family,2 Storey,127 Walker Road Nw,Oleskiw,Edmonton,Alberta,T5T 4C2
3 Bedrooms 3 Bathrooms 2 Storey,599000.0,3,3,0,1408.0,0.13,1946,Single Family,Residential Detached Single Family,2 Storey,10050 86 Avenue Nw,Strathcona,Edmonton,Alberta,T6E 2L9
3 Bedrooms 4 Bathrooms 2 Storey,699900.0,3,4,0,1799.0,0.08,2021,Single Family,Residential Detached Single Family,2 Storey,10971 130 Street Nw,Westmount,Edmonton,Alberta,T5M 0Z6
4 Bedrooms 4 Bathrooms 2 Storey,469900.0,4,4,0,1773.0,0.12,2003,Single Family,Residential Detached Single Family,2 Storey,13827 148 Avenue Nw,Cumberland,Edmonton,Alberta,T6V 1S1
6 Bedrooms 4 Bathrooms 2 Storey,1199900.0,6,4,0,3397.0,0.0,2012,Single Family,Residential Detached Single Family,2 Storey,10836 130 Street Nw,Westmount,Edmonton,Alberta,T5M 0Y9
5 Bedrooms 4 Bathrooms 2 Storey,209500.0,5,4,0,2131.0,0.0,2019,Single Family,Residential Detached Single Family,2 Storey,8729 118 Street Nw Nw,Windsor Park,Edmonton,Alberta,T6G 1T4
4 Bedrooms 4 Bathrooms 2 Storey,868800.0,4,4,0,1808.0,0.0,2021,Single Family,Residential Detached Single Family,2 Storey,11612 76 Avenue Nw,Belgravia,Edmonton,Alberta,T6G 0K8
5 Bedrooms 4 Bathrooms 2 Storey,539900.0,5,4,0,1685.0,0.09,2014,Single Family,Residential Detached Single Family,2 Storey,11463 64 Street Nw,Highlands,Edmonton,Alberta,T5W 4H8
5 Bedrooms 4 Bathrooms 2 Storey,875000.0,5,4,0,2525.0,0.0,2018,Single Family,Residential Detached Single Family,2 Storey,7002 106 Street Nw,Queen Alexandra,Edmonton,Alberta,T6H 2W4
4 Bedrooms 4 Bathrooms 2 Storey,899000.0,4,4,0,2242.0,0.16,1935,Single Family,Residential Detached Single Family,2 Storey,9905 115 Street Nw,Oliver,Edmonton,Alberta,T5K 1S4
5 Bedrooms 4 Bathrooms 2 Storey,529900.0,5,4,0,1628.0,0.07,2022,Single Family,Residential Detached Single Family,2 Storey,12127 45 Street Nw,Beacon Heights,Edmonton,Alberta,T5W 2T9
5 Bedrooms 5 Bathrooms 2 Storey,1945000.0,5,5,0,3521.0,0.15,2022,Single Family,Residential Detached Single Family,2 Storey,11639 75 Avenue Nw,Belgravia,Edmonton,Alberta,T6G 0J3
4 Bedrooms 4 Bathrooms 2 Storey,579900.0,4,4,0,1635.0,0.0,2022,Single Family,Residential Detached Single Family,2 Storey,10919 154 Street Nw,High Park,Edmonton,Alberta,T5P 2J8
4 Bedrooms 3 Bathrooms 2 Storey,579900.0,4,3,4,1749.0,0.17,1969,Single Family,Residential Detached Single Family,2 Storey,14340 58a Avenue Nw,Brookside,Edmonton,Alberta,T6H 1E4
3 Bedrooms 3 Bathrooms 2 Storey,445000.0,3,3,0,2011.0,0.1,2007,Single Family,Residential Detached Single Family,2 Storey,14032 145 Avenue Nw,Cumberland,Edmonton,Alberta,T6V 1Y2
3 Bedrooms 4 Bathrooms 2 Storey,499900.0,3,4,0,2176.0,0.12,1963,Single Family,Residential Detached Single Family,2 Storey,5707 92a Avenue Nw,Ottewell,Edmonton,Alberta,T5W 0K2
